index,0,1
0,-0.021606249896556868,0.034247497991167726
1,-0.04664949064226039,0.07727912381090156
10,0.05670427738855045,-0.06042880730422422
11,0.03457463390512817,0.06372844370173035
12,0.12439109689753787,-0.046151164911090746
13,-0.0639765933448849,0.09817300160596897
14,0.03552559137652512,0.013639136982075136
15,0.07018699793766675,-0.03176508965872431
2,-0.06942366309996276,0.08982817684795177
3,0.018959581500272094,0.003748041299960312
4,-0.024742666056409127,-0.14039882489690603
5,-0.050294290794948515,0.004526138736267824
6,-0.03523729662232245,-0.09773852733247121
7,-0.09735300978932492,0.06608303216616968
8,0.05714018805572626,-0.008565807581747905
9,0.03994665502262847,-0.10194467398980848
